arm,rho,seed,shift,abs_ce_bias_bits_disclosed,measurement,value_bits,quantity,distribution,fit_distribution,not_an_entropy,licensed,license_ref,definition,n_fit,n_eval,k_folds,se_bits,n_unseen_labels
lawful,0.95,9,anticorrelate,,delta_transfer,-0.000453115505212931,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.99,0,decorrelate,0.3707726255084636,CEhat_ID,0.42744686443218755,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.99,0,decorrelate,,CE_Q_frozen,0.4291576915583761,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.99,0,decorrelate,0.3707726255084636,CEhat_Q_refit,0.4292834546844936,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.004230588742145019,
lawful,0.99,0,decorrelate,,delta_info,0.0018365902523060362,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.99,0,decorrelate,,delta_transfer,-0.00012576312611750629,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.99,0,anticorrelate,0.3707726255084636,CEhat_ID,0.42744686443218755,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.99,0,anticorrelate,,CE_Q_frozen,0.4322497030162478,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.99,0,anticorrelate,0.3707726255084636,CEhat_Q_refit,0.4226325234877006,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.012260743672897086,
lawful,0.99,0,anticorrelate,,delta_info,-0.004814340944486961,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.99,0,anticorrelate,,delta_transfer,0.009617179528547237,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.99,1,decorrelate,0.3707726255084636,CEhat_ID,0.42913690765109547,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.99,1,decorrelate,,CE_Q_frozen,0.43061536388649707,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.99,1,decorrelate,0.3707726255084636,CEhat_Q_refit,0.43134928879932577,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.011643683033303452,
lawful,0.99,1,decorrelate,,delta_info,0.0022123811482303024,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.99,1,decorrelate,,delta_transfer,-0.0007339249128286984,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.99,1,anticorrelate,0.3707726255084636,CEhat_ID,0.42913690765109547,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.99,1,anticorrelate,,CE_Q_frozen,0.43229400894062886,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.99,1,anticorrelate,0.3707726255084636,CEhat_Q_refit,0.433559875463458,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.014561508839088372,
lawful,0.99,1,anticorrelate,,delta_info,0.0044229678123625105,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.99,1,anticorrelate,,delta_transfer,-0.0012658665228291177,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.99,2,decorrelate,0.3707726255084636,CEhat_ID,0.43232042436573503,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.99,2,decorrelate,,CE_Q_frozen,0.43633277127316045,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.99,2,decorrelate,0.3707726255084636,CEhat_Q_refit,0.4481621825256239,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.012603023573349357,
lawful,0.99,2,decorrelate,,delta_info,0.015841758159888863,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.99,2,decorrelate,,delta_transfer,-0.011829411252463451,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.99,2,anticorrelate,0.3707726255084636,CEhat_ID,0.43232042436573503,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.99,2,anticorrelate,,CE_Q_frozen,0.4486253010271609,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.99,2,anticorrelate,0.3707726255084636,CEhat_Q_refit,0.4340887991376496,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.01428642808718415,
lawful,0.99,2,anticorrelate,,delta_info,0.0017683747719145493,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.99,2,anticorrelate,,delta_transfer,0.014536501889511333,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.99,3,decorrelate,0.3707726255084636,CEhat_ID,0.4112593979927494,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.99,3,decorrelate,,CE_Q_frozen,0.41233052564651895,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.99,3,decorrelate,0.3707726255084636,CEhat_Q_refit,0.4293508689349658,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.021613492925297385,
lawful,0.99,3,decorrelate,,delta_info,0.018091470942216414,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.99,3,decorrelate,,delta_transfer,-0.01702034328844687,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.99,3,anticorrelate,0.3707726255084636,CEhat_ID,0.4112593979927494,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.99,3,anticorrelate,,CE_Q_frozen,0.4224066399779591,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.99,3,anticorrelate,0.3707726255084636,CEhat_Q_refit,0.418786615002081,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.019497762584288873,
lawful,0.99,3,anticorrelate,,delta_info,0.007527217009331566,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.99,3,anticorrelate,,delta_transfer,0.0036200249758781,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.99,4,decorrelate,0.3707726255084636,CEhat_ID,0.41591351347039657,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.99,4,decorrelate,,CE_Q_frozen,0.4169353479714075,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.99,4,decorrelate,0.3707726255084636,CEhat_Q_refit,0.43180523602264265,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.020570388893923982,
lawful,0.99,4,decorrelate,,delta_info,0.01589172255224608,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.99,4,decorrelate,,delta_transfer,-0.014869888051235125,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.99,4,anticorrelate,0.3707726255084636,CEhat_ID,0.41591351347039657,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.99,4,anticorrelate,,CE_Q_frozen,0.4286352918651054,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.99,4,anticorrelate,0.3707726255084636,CEhat_Q_refit,0.4230261465661117,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.01888609230952727,
lawful,0.99,4,anticorrelate,,delta_info,0.007112633095715137,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.99,4,anticorrelate,,delta_transfer,0.005609145298993701,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.99,5,decorrelate,0.3707726255084636,CEhat_ID,0.4167963770140661,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.99,5,decorrelate,,CE_Q_frozen,0.4123888667823245,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.99,5,decorrelate,0.3707726255084636,CEhat_Q_refit,0.42877064376250484,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.018658030605182185,
lawful,0.99,5,decorrelate,,delta_info,0.011974266748438767,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.99,5,decorrelate,,delta_transfer,-0.01638177698018034,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.99,5,anticorrelate,0.3707726255084636,CEhat_ID,0.4167963770140661,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.99,5,anticorrelate,,CE_Q_frozen,0.4228606988252922,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.99,5,anticorrelate,0.3707726255084636,CEhat_Q_refit,0.4211442852215767,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.014614351109856349,
lawful,0.99,5,anticorrelate,,delta_info,0.004347908207510631,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.99,5,anticorrelate,,delta_transfer,0.0017164136037154942,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.99,6,decorrelate,0.3707726255084636,CEhat_ID,0.4018456876041627,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.99,6,decorrelate,,CE_Q_frozen,0.408927233121848,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.99,6,decorrelate,0.3707726255084636,CEhat_Q_refit,0.4431391408675146,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.021709887096662203,
lawful,0.99,6,decorrelate,,delta_info,0.041293453263351876,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.99,6,decorrelate,,delta_transfer,-0.034211907745666625,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.99,6,anticorrelate,0.3707726255084636,CEhat_ID,0.4018456876041627,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.99,6,anticorrelate,,CE_Q_frozen,0.40601977899564345,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.99,6,anticorrelate,0.3707726255084636,CEhat_Q_refit,0.44118843852164735,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.019226937958492996,
lawful,0.99,6,anticorrelate,,delta_info,0.039342750917484626,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
